#Слой;матер;Сплэт;Формула;Полая;Подл;Tp;Up;Dp;Tb;dx;P,%;Rx,мкм;Rs,мкм (первый слой);Ds,мкм (первый слой);Hs,мкм (первый слой);Ds,о.е. (первый слой);Hs,о.е. (первый слой);Тс, К. (первый слой);Режим (первый слой);Rs,мкм (забыли подл);Ds,мкм (забыли подл);Hs,мкм (забыли подл);Ds,о.е. (забыли подл);Hs,о.е. (забыли подл);Тс, К. (забыли подл);Режим (забыли подл);Время,мин;кол-во;толщ;Адгезия;Адгез. коэф;Адгезия коэф контакта;крит;P1,%;;
1 слой;Cu+0,05 Cu2O на Steel45;Глад;Кермет;Полая;0x0;1360;400;55;400;1;6,5589505433613;420,80313570624;72;145;3,75;2,635;0,12;1228,8958525836;1;48;96;8,58;1,742;0,173;947,450752725821;1;115;1340;302;0,90407;0,92861;97,357;300 мкм;6,5589505433613;;
