#;TTK;Ea;FOS;HB;TAUS;t1;t2;SigmaI;TDspl;HP;CDZ;P;Q;RE;CKS;TK0;APL;PE;KEBP;TRACK;mode;Pmat;Pb;Dp;up;Tp;Tb;H;Ds;Scen;
1;0,873247583839079;1,39916381824551;0,00213531323931291;0;2,34048503907327E-8;27,0739888641881;-5,58555087026987E-7;5,5855493108492E-7;3,2E-8;0,0638059843706909;1,38079948622533;4,85234497068545;8,60672266367068;0;0;688,154100076918;3,6493516577374E-5;438,434042553191;0,856645454141347;*0*1*2*3*4*5*6*30;metal;Al (0,95);Steel45;20;800;935;400;7,19162690700685;33,3527324145044;1;
